Auteur: ZhenZhen ∾ | Channel: 💬-𝘓𝘦-𝘨𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Djfxmjddpudoyo | Msg_id: 817558144074121258
Msg_id: 817783530431578152 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: tlt
Msg_id: 817783553462108161 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: halo
Msg_id: 817783561654239263 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: on t'entend
Msg_id: 817783642490142720 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: vous aurez peut etre un nouveau partenaire
Msg_id: 817783898155122708 | Auteur: Asmoless El Dictator | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Jarrive bientot grrr <@466700738194833411>
Msg_id: 817783933805789214 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: jpppp bouge toi
Msg_id: 817784045005832242 | Auteur: Asmoless El Dictator | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Jme dépêche le s
Msg_id: 817784086437167184 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: aller hop hop hop + vite !!
Msg_id: 817784332252479540 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: oui ?
Msg_id: 817784355786981386 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ouii 😭
Msg_id: 817784364661735424 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: OH ouiiiii
Msg_id: 817784378922369054 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: en stream
Msg_id: 817784480928104508 | Auteur: Asmoless El Dictator | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Je keaff quand tu me parle comme ça putin
Msg_id: 817784499177390141 | Auteur: Asmoless El Dictator | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Jvais retourner me poupou
Msg_id: 817784502096494692 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Les billes
Msg_id: 817784508744335371 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Boules
Msg_id: 817784516713644032 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ftg et dépeche toi
Msg_id: 817784535030824960 | Auteur: absolut maïrouille la débrouille | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: MDRRR IL EST FOU CE ASMO
Msg_id: 817784535352999997 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Je veux les arracher
Msg_id: 817784586364780574 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Ouiii
Msg_id: 817784632535285771 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: J'adore ce genre de vidéo 😭😭
Msg_id: 817784706128412712 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Je veux être le conducteur moi
Msg_id: 817784918016131072 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Jsuis morte
Msg_id: 817784923078262804 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Le bruit
Msg_id: 817784927889391678 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 😭😭😭
Msg_id: 817785051467087875 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Oh jadooore
Msg_id: 817785089425539103 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Ecraser des poivrons
Msg_id: 817785186724741140 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Jppppp
Msg_id: 817785211730526238 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Je déteste l origina
Msg_id: 817785228995198998 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Jppppp
Msg_id: 817785240180752384 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 😭😭😭😭😭😭😭
Msg_id: 817785380254384138 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 😭😭😭😭😭😭😭
Msg_id: 817785393487151114 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Jsuis morte
Msg_id: 817785633052295168 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Ouii
Msg_id: 817785639184367636 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Prête
Msg_id: 817785700802887690 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Le bruit 😭😭
Msg_id: 817785845590392843 | Auteur: Saijaku | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: https://youtu.be/8LvAiJYKoSM <@!466700738194833411>
Msg_id: 817785961437462549 | Auteur: Saijaku | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: ta la même pointure que le frère de
Msg_id: 817786076978216970 | Auteur: Saijaku | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: c rien c la rue moi aussi
Msg_id: 817786967965827092 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Oh mais why
Msg_id: 817787011658022922 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Désintalle pas <@313263560790900738>
Msg_id: 817787659082530817 | Auteur: adalia | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: C quoi c petit  pied la
Msg_id: 817787855291547728 | Auteur: Akiro | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: 43 wsh
Msg_id: 817788570986741781 | Auteur: adalia | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Tg akiro
Msg_id: 817788706155921409 | Auteur: Sabrina ✪ | Channel: 〘🥊〙𝘉𝘶𝘮𝘱-2𝘩 | Message: !d bump
Msg_id: 817788723168149564 | Auteur: adalia | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Ca fais quoi
Msg_id: 817788807772110868 | Auteur: Sabrina ✪ | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Mais waaaawwww
Msg_id: 817788861736288296 | Auteur: Sabrina ✪ | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Mais t as des grands pieds pour ton âge
Msg_id: 817788884494450728 | Auteur: Sabrina ✪ | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Moi je fais du 38
Msg_id: 817788969398829066 | Auteur: adalia | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Je fais 1m69 pour du 45 tu va fair quoi je marche sur leau
Msg_id: 817789001074868314 | Auteur: Sabrina ✪ | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Omgg
Msg_id: 817789011829063700 | Auteur: adalia | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: 🤣
Msg_id: 817789038416756798 | Auteur: Sabrina ✪ | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: C'est énorme 45
Msg_id: 817789065193324564 | Auteur: adalia | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Oui
Msg_id: 817789099661852703 | Auteur: Sabrina ✪ | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Jai des petits pieds par rapport a Vous
Msg_id: 817789117927915570 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Ouiii
Msg_id: 817789159006666819 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Laquelle
Msg_id: 817789166841757757 | Auteur: adalia | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Après tu es une fille et tu es petite
Msg_id: 817789176824987708 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Boule rouge
Msg_id: 817789189352718358 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Oh vasy
Msg_id: 817789262107115530 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Je vois ca en plus elle dure 5m 😭😭😭
Msg_id: 817789408027475988 | Auteur: Sabrina ✪ | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: J'ai une pote elle fait du 41 et elle fais 1m58 a peu près
Msg_id: 817789568887160833 | Auteur: adalia | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: B voila ma cousine  et ma mere font  cette taille mdr
Msg_id: 817789587102498829 | Auteur: adalia | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: 1m58
Msg_id: 817789769945841727 | Auteur: Sabrina ✪ | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Ca doit faire bizarre
Msg_id: 817789794556837928 | Auteur: Sabrina ✪ | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: 41 pour une si petite taille
Msg_id: 817789842321571860 | Auteur: 𝔊𝔐𝔗𝔜𝔬𝔲𝔫𝔢́𝔰13 | Channel: 〘🥳〙𝘉𝘪𝘦𝘯𝘷𝘦𝘯𝘶𝘦 | Message: 
Msg_id: 817789855949652009 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: <@&813309527444291604>
Msg_id: 817789875171491860 | Auteur: adalia | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: B elle marche sur l eau
Msg_id: 817789875293257798 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Younes va inviter qqlun
Msg_id: 817789899410899025 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Donc attendez vous a une gwendo 2.0
Msg_id: 817789911821320192 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: 😭😭😭😭
Msg_id: 817789912803573760 | Auteur: 𝔊𝔐𝔗𝔜𝔬𝔲𝔫𝔢́𝔰13 | Channel: verification | Message: ZLNJXR
Msg_id: 817789927659798539 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Jppppppp
Msg_id: 817789947665711164 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Ou une lea
Msg_id: 817789953819017244 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: 😭😭😭
Msg_id: 817789968583622677 | Auteur: charles | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: <@463834698230005760> jsuis tilt ça tombe bien
Msg_id: 817789997020348418 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: 😭😭😭😭😭😭
Msg_id: 817790038497689662 | Auteur: Asmoless El Dictator | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: bahahaha
Msg_id: 817790056328200232 | Auteur: Sabrina ✪ | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Jppppppp l eau fait 41cm
Msg_id: 817790081719861269 | Auteur: Asmoless El Dictator | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: <@!313263560790900738> pkoi t'es tilt mon frero
Msg_id: 817790146371125318 | Auteur: 𝔊𝔐𝔗𝔜𝔬𝔲𝔫𝔢́𝔰13 | Channel: 〘🎶〙𝘔𝘶𝘴𝘪𝘲𝘶𝘦 | Message: https://youtu.be/bQkOSFvyIwY
Msg_id: 817790172484993025 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: 
Msg_id: 817790174254596106 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: <@&813309527444291604>
Msg_id: 817790179300999248 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Jppppp
Msg_id: 817790255368503346 | Auteur: Asmoless El Dictator | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: donne son serv
Msg_id: 817790260871823379 | Auteur: Asmoless El Dictator | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: j'le termine
Msg_id: 817790267871985704 | Auteur: absolut maïrouille la débrouille | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: PTDRRRRRRRR
Msg_id: 817790270459609138 | Auteur: adalia | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Attend
Msg_id: 817790310197362688 | Auteur: adalia | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Tu connais  pas l expression
Msg_id: 817790328102322226 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Jppppp attzndez
Msg_id: 817790490946175028 | Auteur: Sabrina ✪ | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Du tout 😭😭
Msg_id: 817790507249172500 | Auteur: Akiro | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ✋
Msg_id: 817790550504767529 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: https://discord.gg/RRzTdDsj
Msg_id: 817790613692350525 | Auteur: adalia | Channel: 〘📸〙𝘔𝘦𝘥𝘪𝘢𝘴 | Message: Ha triste je t'expliquerai demain soir mdr
Msg_id: 817790642247303240 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Zook
Msg_id: 817790667341824022 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Zokow
Msg_id: 817790736489644032 | Auteur: 𝔊𝔐𝔗𝔜𝔬𝔲𝔫𝔢́𝔰13 | Channel: 〘🎶〙𝘔𝘶𝘴𝘪𝘲𝘶𝘦 | Message: https://youtu.be/NUgjhgfYxy0
Msg_id: 817790769263018014 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Soyez gentil
Msg_id: 817790778297810944 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Il est gentil
Msg_id: 817790816713572373 | Auteur: 𝔊𝔐𝔗𝔜𝔬𝔲𝔫𝔢́𝔰13 | Channel: 〘🎶〙𝘔𝘶𝘴𝘪𝘲𝘶𝘦 | Message: https://youtu.be/jecdBZGwNz8
Msg_id: 817790960159293460 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: mais ils voulaient faire quoi ?
Msg_id: 817791567678406727 | Auteur: 𝔊𝔐𝔗𝔜𝔬𝔲𝔫𝔢́𝔰13 | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Yo
Msg_id: 817793378527084564 | Auteur: Kaylita.sg | Channel: 〘🚬〙𝘓𝘢𝘯𝘢-𝘋𝘦𝘭-𝘙𝘦y | Message: 
Msg_id: 817793383644790824 | Auteur: Kaylita.sg | Channel: 〘🚬〙𝘓𝘢𝘯𝘢-𝘋𝘦𝘭-𝘙𝘦y | Message: 
Msg_id: 817793693338697728 | Auteur: charles | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: <@!752940390591758346> <@!466700738194833411> si tu fusionnes avec eux je quitte tout
Msg_id: 817793738003841074 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Mddrrr
Msg_id: 817793743134392371 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Jamais
Msg_id: 817793778353569802 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Je fusiionnerai jamais le serv
Msg_id: 817793795214278656 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Avec personne
Msg_id: 817793802131472384 | Auteur: absolut maïrouille la débrouille | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: on compte pas fusionner !
Msg_id: 817793807478816798 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Sauf lyteria
Msg_id: 817793825152958486 | Auteur: absolut maïrouille la débrouille | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: ❤️
Msg_id: 817793844790820894 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Apres les autres non merci
Msg_id: 817793866681417758 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: 💞💞
Msg_id: 817793882602471454 | Auteur: charles | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: <@!752940390591758346> mets leur un coup de pression je fais une game et je verrais si je suis calmé ou pas
Msg_id: 817793932180193331 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Okiii doki
Msg_id: 817793941251293194 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Comment ?
Msg_id: 817793968535371807 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Je peux
Msg_id: 817793991742324776 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Je sais comment fairz
Msg_id: 817793995010867220 | Auteur: charles | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: comme tu veux mais nighty ce soir tu le revois pas
Msg_id: 817794011779563620 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Faut être nice
Msg_id: 817794041998606338 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Jppp vasy 😭😭😭
Msg_id: 817794357742403615 | Auteur: Sabrina ✪ | Channel: 〘🌍〙𝘎𝘦𝘯𝘦𝘳𝘢𝘭 | Message: Yooooo
Msg_id: 817794382426144778 | Auteur: absolut maïrouille la débrouille | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: moi jai quitté leur serv
Msg_id: 817794395708981270 | Auteur: absolut maïrouille la débrouille | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: 1 il pue la merde
Msg_id: 817794403066052629 | Auteur: absolut maïrouille la débrouille | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: 2 c des fdp
Msg_id: 817794506316972042 | Auteur: charles | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: <@!752940390591758346> il a jusqu'à 17h30 pour un message d'excuse dis lui
Msg_id: 817794562893414430 | Auteur: charles | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: sinon il aura une dedicace dans mon statut discord
Msg_id: 817794656825376789 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: Okii
Msg_id: 817794712882774037 | Auteur: Asmoless El Dictator | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: je suis banni
Msg_id: 817794720834912276 | Auteur: Asmoless El Dictator | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: aurvoir
Msg_id: 817794739452641331 | Auteur: charles | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: bahaha
Msg_id: 817794958525333584 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: C'est fait
Msg_id: 817795008660111360 | Auteur: charles | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: il va s'excuser
Msg_id: 817795015954268223 | Auteur: charles | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: ?
Msg_id: 817795185542168617 | Auteur: charles | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: <@!752940390591758346>
Msg_id: 817795198632853514 | Auteur: Sabrina ✪ | Channel: 〘💼〙𝘉𝘶𝘳𝘦𝘢𝘶 | Message: 
Msg_id: 817795611184070656 | Auteur: Asmoless El Dictator | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: -p grind el patron
Msg_id: 817795689689776168 | Auteur: Asmoless El Dictator | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: -p melan dose ft davodka
Msg_id: 817796239956377610 | Auteur: Asmoless El Dictator | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: -p sasso night
Msg_id: 817796882277335130 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: attendez vous etes tous ban ?
Msg_id: 817797046966812703 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: ouiiiiii
Msg_id: 817797051071856720 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: :sobb
Msg_id: 817797058865790986 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: BAHAHAH
Msg_id: 817797083801059379 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: Oui ?
Msg_id: 817797106722537512 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: mais c'est pas mon pote ?
Msg_id: 817797128473804811 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: c'est un partenaire
Msg_id: 817797216369770526 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: 👀
Msg_id: 817797334523576320 | Auteur: Asmoless El Dictator | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: https://disboard.org/fr/server/284308116932395018
Msg_id: 817797429235154984 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: okiii
Msg_id: 817797923173564457 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@!762744474182484000>
Msg_id: 817797934435008553 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: <@&813309527444291604>
Msg_id: 817797951588925500 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: svp soyez gentils
Msg_id: 817797973886631946 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: il est anglais (turc)
Msg_id: 817797988093132800 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: parlez anglais
Msg_id: 817798011714797578 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: il est turc
Msg_id: 817798024205303858 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: oui voiola
Msg_id: 817798029716881488 | Auteur: Sabrina ✪ | Channel: 〘🔇〙𝘚𝘢𝘯𝘴-𝘮𝘪𝘤𝘳𝘰 | Message: voila*
